VehicleName	TimeStamp	POS_X	POS_Y	POS_Z	Q_W	Q_X	Q_Y	Q_Z	ImageFile
Drone1	1750873815043	23.2519	-11.0136	-15.5709	0.978324	-0.0964017	0.0985031	-0.15455	img_Drone1__0_1750873993472492600.png
Drone1	1750873815484	22.6845	-10.8661	-15.5518	0.984313	-0.0516473	0.0621077	-0.156852	img_Drone1__0_1750873994014233900.png
Drone1	1750873815919	21.9198	-10.8703	-15.4983	0.983795	0.00621871	-0.0938099	-0.152669	img_Drone1__0_1750873994569860900.png
Drone1	1750873816207	21.5512	-10.9042	-15.5633	0.980707	0.0119726	-0.123484	-0.15107	img_Drone1__0_1750873994923546500.png
Drone1	1750873816504	21.395	-10.9435	-15.6192	0.978947	0.031649	-0.137123	-0.147843	img_Drone1__0_1750873995281399700.png
Drone1	1750873816921	21.5444	-10.9718	-15.5837	0.984857	0.0231222	-0.0871794	-0.148059	img_Drone1__0_1750873995813749800.png
Drone1	1750873817221	21.8403	-10.9721	-15.4813	0.987114	0.0160431	-0.058039	-0.148257	img_Drone1__0_1750873996177201300.png
Drone1	1750873817521	22.212	-10.9605	-15.4374	0.987144	-0.00618921	0.0615357	-0.147384	img_Drone1__0_1750873996548303100.png
Drone1	1750873817809	22.4802	-10.9429	-15.4731	0.982844	-0.0439576	0.107336	-0.143406	img_Drone1__0_1750873996906957300.png
Drone1	1750873818088	22.5433	-10.9794	-15.5951	0.976839	-0.102864	0.12955	-0.135723	img_Drone1__0_1750873997265515800.png
Drone1	1750873818388	22.3748	-11.1522	-15.6983	0.982231	-0.085964	0.0980705	-0.134961	img_Drone1__0_1750873997641817000.png
Drone1	1750873818667	22.0616	-11.4149	-15.6966	0.986495	-0.0625419	0.068337	-0.135081	img_Drone1__0_1750873997995243200.png
Drone1	1750873818961	21.6186	-11.7687	-15.6394	0.989966	0.0295456	-0.0288916	-0.135126	img_Drone1__0_1750873998349379100.png
Drone1	1750873819267	21.2119	-12.0952	-15.7069	0.98258	0.0850449	-0.0981695	-0.132918	img_Drone1__0_1750873998734174900.png
Drone1	1750873819531	21.0118	-12.281	-15.7609	0.985029	0.0383522	-0.0965629	-0.137563	img_Drone1__0_1750873999051289900.png
Drone1	1750873819795	20.9433	-12.4266	-15.775	0.987406	0.0116482	-0.0736653	-0.139524	img_Drone1__0_1750873999387341500.png
Drone1	1750873820215	21.0273	-12.6538	-15.7451	0.989252	0.00267261	-0.0421641	-0.139984	img_Drone1__0_1750873999902810700.png
Drone1	1750873820641	21.2561	-12.8889	-15.7015	0.989641	0.0246073	0.024273	-0.13934	img_Drone1__0_1750874000422307200.png
Drone1	1750873821085	21.4475	-13.0426	-15.7091	0.987754	0.00131859	0.07573	-0.136398	img_Drone1__0_1750874000960316600.png
Drone1	1750873821511	21.2016	-13.1947	-16.2326	0.981669	-0.0635305	0.126945	-0.127176	img_Drone1__0_1750874001509693500.png
Drone1	1750873821781	20.7183	-13.3955	-16.8163	0.986126	-0.0502346	0.0944117	-0.126962	img_Drone1__0_1750874001827619200.png
Drone1	1750873822063	20.0765	-13.6566	-17.3396	0.989189	-0.035475	0.0641349	-0.12702	img_Drone1__0_1750874002175761100.png
Drone1	1750873822339	19.3823	-13.9384	-17.6902	0.983128	0.0596413	-0.119907	-0.124597	img_Drone1__0_1750874002516109800.png
Drone1	1750873822633	18.7617	-14.1991	-17.7213	0.973037	0.0585046	-0.183644	-0.12669	img_Drone1__0_1750874002871811900.png
Drone1	1750873822924	18.5492	-14.4278	-17.907	0.970795	-0.0198955	-0.191259	-0.143461	img_Drone1__0_1750874003232418700.png
Drone1	1750873823191	18.7223	-14.7153	-18.2682	0.978112	-0.024906	-0.145535	-0.146613	img_Drone1__0_1750874003572248700.png
Drone1	1750873823479	19.0974	-15.086	-18.5242	0.983838	-0.0194856	-0.0991241	-0.147845	img_Drone1__0_1750874003930794800.png
Drone1	1750873823911	19.8731	-15.708	-18.687	0.982765	0.0655717	0.0930571	-0.145652	img_Drone1__0_1750874004443514200.png
Drone1	1750873824178	20.2583	-15.9872	-18.7556	0.976694	0.0899265	0.129512	-0.145636	img_Drone1__0_1750874004788070600.png
Drone1	1750873824604	20.3821	-15.9429	-19.2723	0.973572	0.107692	0.136565	-0.148023	img_Drone1__0_1750874005313535700.png
Drone1	1750873824877	20.158	-15.5941	-19.8205	0.980527	0.0804045	0.0984434	-0.1497	img_Drone1__0_1750874005655417100.png
Drone1	1750873825183	19.7797	-15.0628	-20.3002	0.985052	0.0538763	0.0635029	-0.150791	img_Drone1__0_1750874006010845200.png
Drone1	1750873825471	19.3569	-14.4889	-20.5796	0.981788	-0.0865626	-0.0757416	-0.151201	img_Drone1__0_1750874006354532200.png
Drone1	1750873825897	18.8557	-13.8555	-20.5267	0.972038	-0.160663	0.00433236	-0.171205	img_Drone1__0_1750874006874995500.png
Drone1	1750873826188	18.5128	-13.6713	-20.2752	0.973349	-0.134804	0.0481302	-0.179173	img_Drone1__0_1750874007218689200.png
Drone1	1750873826611	17.8338	-13.7285	-19.7586	0.979402	-0.0802887	0.0368265	-0.181576	img_Drone1__0_1750874007733165900.png
Drone1	1750873826902	17.2686	-13.9169	-19.3579	0.982731	0.00634341	-0.0455455	-0.179234	img_Drone1__0_1750874008073330600.png
Drone1	1750873827325	16.6872	-14.1884	-19.4403	0.976223	0.0546347	-0.116351	-0.174546	img_Drone1__0_1750874008604203900.png
Drone1	1750873827625	16.5906	-14.3079	-19.7831	0.979295	0.0228499	-0.0944823	-0.177571	img_Drone1__0_1750874008949940000.png
Drone1	1750873828042	16.7283	-14.454	-20.2197	0.982347	0.0104048	-0.0557192	-0.178274	img_Drone1__0_1750874009467044700.png
Drone1	1750873828342	16.9525	-14.5575	-20.5012	0.983257	0.00656991	-0.0365896	-0.178394	img_Drone1__0_1750874009805132700.png
Drone1	1750873828801	17.3458	-14.7003	-20.5805	0.982119	0.0179802	0.0604544	-0.177384	img_Drone1__0_1750874010355176800.png
Drone1	1750873829200	17.4128	-14.7047	-20.7889	0.9739	0.0224206	0.143771	-0.174201	img_Drone1__0_1750874010838368400.png
Drone1	1750873829473	17.1751	-14.6064	-21.1116	0.977773	0.0169157	0.11472	-0.174678	img_Drone1__0_1750874011177113400.png
Drone1	1750873829773	16.7467	-14.4424	-21.3777	0.981317	0.0113279	0.0785752	-0.175256	img_Drone1__0_1750874011522636300.png
Drone1	1750873830076	16.1943	-14.2371	-21.5511	0.983116	-0.0128196	-0.0507138	-0.17535	img_Drone1__0_1750874011875525300.png
Drone1	1750873830487	15.5772	-14.0247	-21.5831	0.975655	-0.0395742	-0.126142	-0.174983	img_Drone1__0_1750874012373778300.png
Drone1	1750873830775	15.3792	-13.9274	-21.7784	0.982174	0.083958	-0.0376545	-0.163912	img_Drone1__0_1750874012706407000.png
Drone1	1750873831054	15.3092	-13.6992	-22.2354	0.983238	0.0803911	-0.0150586	-0.162951	img_Drone1__0_1750874013044252800.png
Drone1	1750873831504	15.28	-13.1071	-22.9105	0.98543	0.0474158	-0.00526297	-0.163253	img_Drone1__0_1750874013570245100.png
Drone1	1750873831975	15.2907	-12.3872	-23.1599	0.980529	-0.106823	-0.00602409	-0.164666	img_Drone1__0_1750874014124490600.png
Drone1	1750873832407	15.2599	-11.9359	-23.0897	0.984311	0.0386582	0.0268766	-0.170043	img_Drone1__0_1750874014620207600.png
Drone1	1750873832851	15.1533	-11.3718	-23.1086	0.984442	0.0363902	0.0185506	-0.170898	img_Drone1__0_1750874015146344200.png
Drone1	1750873833160	15.0496	-10.8893	-23.1111	0.985236	-0.0070534	-0.000108987	-0.171059	img_Drone1__0_1750874015504087000.png
Drone1	1750873833514	14.9326	-10.3809	-23.1374	0.979815	-0.0984448	-0.0301905	-0.171348	img_Drone1__0_1750874015904218700.png
Drone1	1750873833790	14.8586	-10.1231	-23.0762	0.983193	-0.0549951	-0.00159945	-0.174083	img_Drone1__0_1750874016234827800.png
Drone1	1750873834246	14.7236	-9.78794	-22.2224	0.984331	-0.0147083	0.00998224	-0.175432	img_Drone1__0_1750874016752477900.png
Drone1	1750873834756	14.5283	-9.46626	-20.8595	0.984288	-0.0175101	-0.01092	-0.175361	img_Drone1__0_1750874017347627500.png
Drone1	1750873835209	14.3935	-9.30153	-20.6136	0.984133	-0.0203561	0.00763851	-0.176096	img_Drone1__0_1750874017893823200.png
Drone1	1750873835491	14.3125	-9.25885	-20.7271	0.982648	-0.00198853	0.0547846	-0.177194	img_Drone1__0_1750874018232801300.png
Drone1	1750873835953	14.0096	-9.16614	-20.9293	0.983322	0.00153691	0.0391952	-0.177594	img_Drone1__0_1750874018774115900.png
Drone1	1750873836268	13.7067	-9.0825	-21.0517	0.984081	-0.00107113	-0.000317413	-0.177717	img_Drone1__0_1750874019147115500.png
Drone1	1750873836733	13.305	-8.97983	-21.0454	0.98212	0.021538	-0.0659337	-0.175014	img_Drone1__0_1750874019705150100.png
Drone1	1750873837180	13.2181	-8.81289	-21.3962	0.981956	0.0714594	-0.0399195	-0.170475	img_Drone1__0_1750874020238605900.png
Drone1	1750873837627	13.3369	-8.41579	-21.7373	0.984138	0.0436649	-0.0213018	-0.170622	img_Drone1__0_1750874020782328900.png
Drone1	1750873837933	13.4806	-8.06126	-21.8646	0.984089	-0.0468728	0.0104275	-0.171066	img_Drone1__0_1750874021141592900.png
Drone1	1750873838260	13.6037	-7.75307	-21.844	0.981612	-0.0797984	0.0285583	-0.171038	img_Drone1__0_1750874021531700600.png
Drone1	1750873838545	13.6556	-7.58426	-21.7594	0.981662	0.0805475	-0.02213	-0.171352	img_Drone1__0_1750874021861749500.png
Drone1	1750873838848	13.7613	-7.29642	-21.6128	0.978492	0.111319	-0.0331711	-0.170472	img_Drone1__0_1750874022220509800.png
Drone1	1750873839148	13.9539	-6.83473	-21.4495	0.981293	0.0850757	-0.0255258	-0.170808	img_Drone1__0_1750874022585067700.png
Drone1	1750873839577	14.3348	-5.96549	-21.1973	0.982363	-0.0726137	0.021071	-0.171013	img_Drone1__0_1750874023124172900.png
Drone1	1750873839916	14.5688	-5.4096	-21.3379	0.974039	-0.139207	0.0534205	-0.17034	img_Drone1__0_1750874023516088100.png
Drone1	1750873840189	14.6539	-5.16919	-21.4691	0.981973	-0.0898178	-0.050226	-0.158554	img_Drone1__0_1750874023850742000.png
Drone1	1750873840666	14.9128	-5.10847	-21.865	0.985429	-0.0377197	-0.0647863	-0.152676	img_Drone1__0_1750874024404951100.png
Drone1	1750873841116	15.3799	-5.25027	-22.161	0.988136	-0.0105421	-0.00784695	-0.153019	img_Drone1__0_1750874024945689000.png
Drone1	1750873841605	15.8703	-5.42719	-22.1679	0.980776	0.0511991	0.10727	-0.154758	img_Drone1__0_1750874025509276300.png
Drone1	1750873841893	15.9258	-5.38085	-22.3917	0.977661	0.0732023	0.119444	-0.156693	img_Drone1__0_1750874025865279900.png
Drone1	1750873842181	15.81	-5.19027	-22.5979	0.981686	0.0576887	0.0896578	-0.157881	img_Drone1__0_1750874026219973300.png
Drone1	1750873842469	15.5744	-4.89265	-22.73	0.984601	0.0406078	0.0614052	-0.15856	img_Drone1__0_1750874026575528600.png
Drone1	1750873842781	15.235	-4.49448	-22.784	0.985448	-0.042996	-0.0427681	-0.158791	img_Drone1__0_1750874026937058100.png
Drone1	1750873843237	14.856	-4.08558	-22.8232	0.985541	-0.044442	-0.0189839	-0.162399	img_Drone1__0_1750874027482329800.png
Drone1	1750873843543	14.6246	-3.90616	-22.7066	0.977154	0.0399979	0.122524	-0.168994	img_Drone1__0_1750874027839099700.png
Drone1	1750873843849	14.1908	-3.62491	-22.6233	0.978739	0.0396266	0.106204	-0.170942	img_Drone1__0_1750874028196054300.png
Drone1	1750873844153	13.5959	-3.24996	-22.4793	0.981851	0.0288368	0.0747618	-0.171894	img_Drone1__0_1750874028557185400.png
Drone1	1750873844459	12.9047	-2.81886	-22.3859	0.978315	-0.050121	-0.1042	-0.171846	img_Drone1__0_1750874028916218700.png
Drone1	1750873844918	12.2145	-2.43182	-22.6024	0.969821	-0.0810634	-0.151788	-0.172734	img_Drone1__0_1750874029484882400.png
Drone1	1750873845380	12.1502	-2.52324	-23.0419	0.978198	-0.0478009	-0.104709	-0.17286	img_Drone1__0_1750874030049370700.png
Drone1	1750873845686	12.3334	-2.74195	-23.2542	0.98184	-0.0317553	-0.0696165	-0.173597	img_Drone1__0_1750874030417498300.png
Drone1	1750873846010	12.647	-3.05589	-23.416	0.984733	0.00265176	-0.00680939	-0.173917	img_Drone1__0_1750874030790470300.png
Drone1	1750873846493	13.089	-3.46314	-23.4205	0.977577	0.106247	0.0249435	-0.180091	img_Drone1__0_1750874031341929300.png
Drone1	1750873846970	13.5427	-3.47091	-23.1045	0.969963	0.135413	-0.0674562	-0.190488	img_Drone1__0_1750874031931627700.png
Drone1	1750873847264	14.0022	-3.21958	-22.7915	0.975288	0.0967631	-0.0517755	-0.191755	img_Drone1__0_1750874032292424300.png
Drone1	1750873847726	14.8972	-2.59403	-22.2834	0.976245	-0.0704611	0.0816709	-0.18791	img_Drone1__0_1750874032830489900.png
Drone1	1750873848041	15.2833	-2.27086	-22.4569	0.970714	-0.0970434	0.117599	-0.185656	img_Drone1__0_1750874033214302500.png
Drone1	1750873848338	15.4481	-2.08938	-22.54	0.978169	-0.0921357	-0.0836248	-0.166446	img_Drone1__0_1750874033555635700.png
Drone1	1750873848644	15.7061	-2.05759	-22.486	0.976899	-0.067001	-0.127334	-0.158002	img_Drone1__0_1750874033923234500.png
Drone1	1750873848950	16.1594	-2.18107	-22.3809	0.981651	-0.0453787	-0.0973053	-0.15759	img_Drone1__0_1750874034283159900.png
Drone1	1750873849256	16.7635	-2.40861	-22.2051	0.987159	-0.0126037	-0.00964554	-0.158951	img_Drone1__0_1750874034642288800.png
Drone1	1750873849571	17.3691	-2.65743	-22.2622	0.977289	0.0426391	0.131965	-0.160229	img_Drone1__0_1750874035032875700.png
Drone1	1750873849868	17.7283	-2.81448	-22.3745	0.978894	-0.115344	0.0936128	-0.140356	img_Drone1__0_1750874035388071600.png
Drone1	1750873850174	17.8719	-3.14293	-22.5912	0.979279	-0.142257	0.053175	-0.133968	img_Drone1__0_1750874035752770100.png
Drone1	1750873850480	17.8874	-3.69403	-22.7249	0.984709	-0.106638	0.0321789	-0.133943	img_Drone1__0_1750874036117845800.png
Drone1	1750873850789	17.823	-4.42158	-22.7669	0.990454	-0.0189344	0.016712	-0.135507	img_Drone1__0_1750874036483745700.png
Drone1	1750873851245	17.7063	-5.38326	-22.8801	0.976691	0.150304	-0.0514471	-0.144348	img_Drone1__0_1750874037019197000.png
Drone1	1750873851692	17.9057	-5.84805	-22.9847	0.974643	0.0709531	-0.13226	-0.165965	img_Drone1__0_1750874037558938500.png
Drone1	1750873852130	18.5792	-6.1085	-22.8943	0.981656	0.0378451	-0.0813436	-0.168235	img_Drone1__0_1750874038100246000.png
Drone1	1750873852595	19.5964	-6.28182	-22.7693	0.985788	0.0167152	0.0102826	-0.166846	img_Drone1__0_1750874038636651000.png
Drone1	1750873852901	20.2767	-6.34922	-22.7617	0.985884	0.0105681	0.0135209	-0.166547	img_Drone1__0_1750874038992510500.png
Drone1	1750873853375	21.2868	-6.40872	-22.7524	0.986	0.00522059	0.00751629	-0.166491	img_Drone1__0_1750874039546813900.png
Drone1	1750873853693	21.9434	-6.43021	-22.7474	0.986028	0.00324905	0.0043659	-0.166491	img_Drone1__0_1750874039912539900.png
Drone1	1750873854161	22.8925	-6.44723	-22.7418	0.98604	0.00160704	0.00160783	-0.166493	img_Drone1__0_1750874040467241100.png
Drone1	1750873854467	23.5065	-6.45288	-22.739	0.986042	0.00100736	0.000591874	-0.166495	img_Drone1__0_1750874040824955900.png
Drone1	1750873854779	24.1295	-6.45605	-22.7367	0.986042	0.000619848	-6.32843e-05	-0.166495	img_Drone1__0_1750874041186616400.png
Drone1	1750873855253	25.0724	-6.45792	-22.7339	0.986042	0.000286687	-0.000623744	-0.166495	img_Drone1__0_1750874041723280700.png
Drone1	1750873855715	25.9893	-6.45788	-22.7317	0.986042	0.000124324	-0.000894994	-0.166495	img_Drone1__0_1750874042269837700.png
Drone1	1750873856189	26.929	-6.45688	-22.7298	0.986042	4.08891e-05	-0.00103334	-0.166495	img_Drone1__0_1750874042804063400.png
Drone1	1750873856663	27.868	-6.4554	-22.7281	0.986042	-4.79356e-07	-0.00110146	-0.166495	img_Drone1__0_1750874043360882600.png
Drone1	1750873857113	28.7593	-6.45377	-22.7266	0.986042	-2.02566e-05	-0.0011338	-0.166495	img_Drone1__0_1750874043895971500.png
Drone1	1750873857422	29.3711	-6.4526	-22.7243	0.9855	-0.00579017	0.032586	-0.166414	img_Drone1__0_1750874044254971400.png
Drone1	1750873857893	30.113	-6.34409	-22.8736	0.977943	0.0723095	0.0938561	-0.172018	img_Drone1__0_1750874044805410200.png
Drone1	1750873858187	30.3958	-6.10113	-22.9661	0.980871	0.0570212	0.0683338	-0.173123	img_Drone1__0_1750874045159292000.png
Drone1	1750873858493	30.5911	-5.7329	-23.0078	0.982978	0.0392335	0.0452558	-0.173688	img_Drone1__0_1750874045519822800.png
Drone1	1750873858802	30.7181	-5.27685	-23.0211	0.983982	0.0259335	0.0291184	-0.173952	img_Drone1__0_1750874045884741600.png
Drone1	1750873859120	30.8008	-4.74911	-23.0228	0.984418	0.0168229	0.0183413	-0.174073	img_Drone1__0_1750874046251929700.png
Drone1	1750873859582	30.8686	-3.91883	-23.0191	0.984635	0.00913283	0.00931495	-0.17414	img_Drone1__0_1750874046798020900.png
Drone1	1750873859909	30.8947	-3.30457	-23.0158	0.984682	0.00610188	0.00574822	-0.174157	img_Drone1__0_1750874047174880900.png
Drone1	1750873860374	30.9146	-2.41062	-23.0117	0.984705	0.00367804	0.00287639	-0.174167	img_Drone1__0_1750874047717646600.png
Drone1	1750873860680	30.9213	-1.81473	-23.0095	0.98471	0.00278831	0.00181313	-0.17417	img_Drone1__0_1750874048074834600.png
Drone1	1750873860992	30.9252	-1.20355	-23.0076	0.984712	0.00221538	0.00112364	-0.174172	img_Drone1__0_1750874048434853200.png
Drone1	1750873861304	30.927	-0.590077	-23.006	0.984713	0.00185542	0.000687329	-0.174174	img_Drone1__0_1750874048794035500.png
Drone1	1750873861802	30.9276	0.391881	-23.0037	0.984714	0.00153693	0.000297804	-0.174174	img_Drone1__0_1750874049356725100.png
Drone1	1750873862108	30.9271	0.996221	-23.0026	0.984714	0.001431	0.000166977	-0.174174	img_Drone1__0_1750874049711336800.png
Drone1	1750873862414	30.9262	1.60098	-23.0014	0.984714	0.00136388	8.35093e-05	-0.174174	img_Drone1__0_1750874050070137900.png
Drone1	1750873862720	30.9248	2.19751	-23.0036	0.980992	-0.0796728	0.0196894	-0.175839	img_Drone1__0_1750874050430026000.png
Drone1	1750873863026	30.8491	2.6621	-23.123	0.97627	-0.0970252	0.07341	-0.179149	img_Drone1__0_1750874050788028400.png
Drone1	1750873863332	30.6186	2.97657	-23.2299	0.979171	-0.0718772	0.0600155	-0.180157	img_Drone1__0_1750874051153582400.png
Drone1	1750873863656	30.2396	3.1953	-23.2793	0.981603	-0.0471441	0.040259	-0.180588	img_Drone1__0_1750874051529000200.png
Drone1	1750873864130	29.5211	3.3792	-23.2962	0.983001	-0.0241369	0.0210006	-0.180789	img_Drone1__0_1750874052065259500.png
Drone1	1750873864589	28.7198	3.46902	-23.2943	0.98337	-0.0123882	0.0112433	-0.180841	img_Drone1__0_1750874052603721700.png
Drone1	1750873865066	27.8312	3.51524	-23.2895	0.983471	-0.00614942	0.00612548	-0.180858	img_Drone1__0_1750874053141245900.png
Drone1	1750873865372	27.2451	3.53119	-23.2867	0.983491	-0.00391392	0.00430748	-0.180863	img_Drone1__0_1750874053503987800.png
Drone1	1750873865681	26.6459	3.54098	-23.2842	0.9835	-0.00247492	0.0031438	-0.180865	img_Drone1__0_1750874053864355300.png
Drone1	1750873866185	25.6593	3.54898	-23.281	0.983504	-0.00116437	0.00209093	-0.180868	img_Drone1__0_1750874054429180700.png
Drone1	1750873866656	24.7318	3.55162	-23.2786	0.983506	-0.000568097	0.00161569	-0.18087	img_Drone1__0_1750874054978402000.png
Drone1	1750873867133	23.7898	3.55197	-23.2766	0.983506	-0.000267385	0.00137778	-0.18087	img_Drone1__0_1750874055530672300.png
Drone1	1750873867616	22.8345	3.55114	-23.2748	0.983506	-0.000117169	0.00125983	-0.18087	img_Drone1__0_1750874056079459900.png
Drone1	1750873868090	21.9659	3.52363	-23.339	0.975155	-0.0662961	-0.102294	-0.184969	img_Drone1__0_1750874056637969200.png
Drone1	1750873868402	21.5902	3.34887	-23.4713	0.976621	-0.0655849	-0.0837099	-0.18682	img_Drone1__0_1750874057006958000.png
Drone1	1750873868864	21.256	2.83923	-23.5557	0.980323	-0.0388746	-0.0462008	-0.187939	img_Drone1__0_1750874057552148400.png
Drone1	1750873869344	21.0782	2.107	-23.5712	0.981626	-0.020368	-0.02321	-0.188302	img_Drone1__0_1750874058094203500.png
Drone1	1750873869827	20.9903	1.25958	-23.5687	0.981966	-0.0106556	-0.0114539	-0.188407	img_Drone1__0_1750874058654174400.png
Drone1	1750873870145	20.9591	0.669268	-23.5655	0.982035	-0.00711458	-0.00717287	-0.188431	img_Drone1__0_1750874059018673800.png
Drone1	1750873870613	20.934	-0.224534	-23.5611	0.982068	-0.00416322	-0.00358621	-0.188445	img_Drone1__0_1750874059558899300.png
Drone1	1750873870916	20.9256	-0.812505	-23.5588	0.982076	-0.00309663	-0.00228029	-0.188449	img_Drone1__0_1750874059906330400.png
Drone1	1750873871390	20.919	-1.74021	-23.5558	0.982079	-0.00214875	-0.00111082	-0.188452	img_Drone1__0_1750874060457870700.png
Drone1	1750873871711	20.9172	-2.37165	-23.5541	0.98208	-0.00179753	-0.000673671	-0.188454	img_Drone1__0_1750874060828903400.png
Drone1	1750873872038	20.9167	-3.01641	-23.5527	0.982081	-0.00157664	-0.000396867	-0.188454	img_Drone1__0_1750874061199896500.png
Drone1	1750873872512	20.9173	-3.95256	-23.5508	0.982081	-0.00139855	-0.000171757	-0.188454	img_Drone1__0_1750874061751794600.png
Drone1	1750873872845	20.9183	-4.61086	-23.5495	0.982081	-0.00133071	-8.52898e-05	-0.188454	img_Drone1__0_1750874062130887200.png
Drone1	1750873873160	20.9233	-5.21139	-23.5661	0.976106	0.0935362	-0.0434	-0.191272	img_Drone1__0_1750874062495397000.png
Drone1	1750873873460	21.0291	-5.63409	-23.6971	0.973972	0.0942251	-0.0712478	-0.193451	img_Drone1__0_1750874062858084100.png
Drone1	1750873873763	21.2839	-5.92408	-23.7909	0.977004	0.0681213	-0.0552798	-0.194335	img_Drone1__0_1750874063220167500.png
Drone1	1750873874234	21.8958	-6.19303	-23.8399	0.979717	0.0360763	-0.0299592	-0.194822	img_Drone1__0_1750874063760144600.png
Drone1	1750873874693	22.6448	-6.32739	-23.8451	0.980507	0.018663	-0.0159013	-0.194946	img_Drone1__0_1750874064297802100.png
Drone1	1750873875161	23.4892	-6.39634	-23.8412	0.980725	0.00942266	-0.00852528	-0.194982	img_Drone1__0_1750874064836690500.png
Drone1	1750873875635	24.3863	-6.43043	-23.8365	0.980782	0.0046939	-0.00478949	-0.194994	img_Drone1__0_1750874065385891400.png
Drone1	1750873876091	25.2695	-6.44604	-23.8328	0.980796	0.00239418	-0.00298742	-0.194998	img_Drone1__0_1750874065921424700.png
Drone1	1750873876406	25.8856	-6.45154	-23.8307	0.9808	0.00150118	-0.00229196	-0.194999	img_Drone1__0_1750874066282727500.png
Drone1	1750873876721	26.5047	-6.45453	-23.829	0.980801	0.000939407	-0.00185646	-0.195001	img_Drone1__0_1750874066638828300.png
Drone1	1750873877201	27.4513	-6.45624	-23.8267	0.980802	0.000457041	-0.00148453	-0.195002	img_Drone1__0_1750874067179119700.png
Drone1	1750873877672	28.3822	-6.45612	-23.8248	0.980802	0.000222345	-0.00130479	-0.195002	img_Drone1__0_1750874067726590700.png
Drone1	1750873878128	29.2844	-6.45514	-23.8231	0.980802	4.3534e-05	-0.000979592	-0.195002	img_Drone1__0_1750874068260763500.png
Drone1	1750873878611	30.0762	-6.36568	-23.9564	0.972325	0.070198	0.0982568	-0.200004	img_Drone1__0_1750874068819999500.png
Drone1	1750873878911	30.3766	-6.13091	-24.0574	0.975211	0.0566646	0.0723665	-0.201287	img_Drone1__0_1750874069178291000.png
Drone1	1750873879220	30.5811	-5.76746	-24.1031	0.977439	0.0390941	0.0479594	-0.201951	img_Drone1__0_1750874069538474600.png
Drone1	1750873879673	30.7564	-5.08537	-24.1198	0.978764	0.0212802	0.0250877	-0.202336	img_Drone1__0_1750874070069828900.png
Drone1	1750873879985	30.8246	-4.55169	-24.1194	0.979068	0.0139439	0.0159185	-0.202431	img_Drone1__0_1750874070427708100.png
Drone1	1750873880324	30.8701	-3.93717	-24.1163	0.979199	0.00893211	0.00968268	-0.202475	img_Drone1__0_1750874070811056300.png
Drone1	1750873880813	30.9052	-3.01385	-24.1115	0.979259	0.00494506	0.0047088	-0.202499	img_Drone1__0_1750874071371424000.png
Drone1	1750873881329	30.9217	-2.01482	-24.1073	0.979274	0.00293939	0.00218726	-0.202507	img_Drone1__0_1750874071957693900.png
Drone1	1750873881656	30.9265	-1.37499	-24.1053	0.979277	0.00226965	0.00133833	-0.202509	img_Drone1__0_1750874072330716700.png
Drone1	1750873882184	30.9295	-0.33629	-24.1025	0.979278	0.00168816	0.000595452	-0.202512	img_Drone1__0_1750874072936119600.png
Drone1	1750873882709	30.9295	0.700022	-24.1003	0.979279	0.00142429	0.000254886	-0.202512	img_Drone1__0_1750874073533790500.png
Drone1	1750873883198	30.9282	1.66674	-24.0984	0.979279	0.00130922	0.000104892	-0.202512	img_Drone1__0_1750874074095771200.png
Drone1	1750873883657	30.9029	2.50348	-24.1605	0.970884	-0.102993	0.0634547	-0.20676	img_Drone1__0_1750874074632447900.png
Drone1	1750873884128	30.5877	3.0167	-24.3347	0.973827	-0.0700158	0.0559843	-0.208867	img_Drone1__0_1750874075168628700.png
Drone1	1750873884611	29.9692	3.29392	-24.387	0.976675	-0.0365372	0.0300543	-0.209445	img_Drone1__0_1750874075736274200.png
Drone1	1750873885079	29.2075	3.42953	-24.3922	0.977485	-0.0186573	0.0157588	-0.209587	img_Drone1__0_1750874076281012900.png
Drone1	1750873885562	28.3356	3.49873	-24.388	0.977703	-0.00921883	0.0082843	-0.209627	img_Drone1__0_1750874076820765100.png
Drone1	1750873886042	27.4261	3.5317	-24.3832	0.977757	-0.00455854	0.00462862	-0.209639	img_Drone1__0_1750874077366617700.png
Drone1	1750873886378	26.7761	3.54363	-24.3804	0.977769	-0.00278267	0.00324482	-0.209642	img_Drone1__0_1750874077749240500.png
Drone1	1750873886714	26.1199	3.55039	-24.3781	0.977773	-0.00169893	0.00240428	-0.209644	img_Drone1__0_1750874078146372700.png
Drone1	1750873887269	25.0287	3.55526	-24.375	0.977775	-0.000753573	0.00167503	-0.209647	img_Drone1__0_1750874078782236000.png
Drone1	1750873887611	24.3537	3.55612	-24.3734	0.977776	-0.000457905	0.00144833	-0.209647	img_Drone1__0_1750874079194931100.png
Drone1	1750873887947	23.6896	3.55611	-24.3721	0.977776	-0.000281797	0.00131385	-0.209647	img_Drone1__0_1750874079579552900.png
Drone1	1750873888298	22.9952	3.55555	-24.3707	0.977776	-0.000170855	0.00122949	-0.209647	img_Drone1__0_1750874079970039000.png
Drone1	1750873888808	22.0323	3.54227	-24.4107	0.970095	-0.0551105	-0.102244	-0.21313	img_Drone1__0_1750874080557340900.png
Drone1	1750873889144	21.6087	3.38124	-24.556	0.970337	-0.0651227	-0.0878785	-0.2156	img_Drone1__0_1750874080967368100.png
