VehicleName	TimeStamp	POS_X	POS_Y	POS_Z	Q_W	Q_X	Q_Y	Q_Z	ImageFile
Drone1	1750873773888	29.8614	-11.6982	-6.83473	0.998346	0.0234624	-0.0479072	0.0214477	img_Drone1__0_1750873940659826000.png
Drone1	1750873774332	30.3822	-11.1106	-6.77727	0.996454	-0.0612572	0.0536756	0.0211352	img_Drone1__0_1750873941229031500.png
Drone1	1750873774773	30.7468	-10.7274	-6.85962	0.992818	-0.0876908	0.0782888	0.0222223	img_Drone1__0_1750873941782097600.png
Drone1	1750873775043	30.823	-10.6729	-6.98441	0.996744	-0.0695034	0.0319897	0.0254335	img_Drone1__0_1750873942142565700.png
Drone1	1750873775319	30.8521	-10.7207	-7.09897	0.998304	-0.0494126	0.0163357	0.0260975	img_Drone1__0_1750873942509421600.png
Drone1	1750873775610	30.8579	-10.8507	-7.20184	0.999061	-0.0331393	0.00945675	0.0262669	img_Drone1__0_1750873942873247700.png
Drone1	1750873775901	30.8493	-11.0354	-7.28073	0.999643	0.0042912	0.0023852	0.0262467	img_Drone1__0_1750873943243880500.png
Drone1	1750873776222	30.8354	-11.23	-7.25866	0.998684	0.0439753	-0.0032274	0.0262104	img_Drone1__0_1750873943657851500.png
Drone1	1750873776474	30.8258	-11.3184	-7.31377	0.998459	0.0479594	0.00791751	0.02678	img_Drone1__0_1750873944001655400.png
Drone1	1750873776759	30.8008	-11.3286	-7.58562	0.998846	0.037886	0.0117047	0.0270894	img_Drone1__0_1750873944379147000.png
Drone1	1750873777038	30.7573	-11.2801	-7.8511	0.999233	0.0266636	0.0092624	0.0271449	img_Drone1__0_1750873944749092300.png
Drone1	1750873777338	30.6937	-11.1831	-8.13036	0.999457	0.0175633	0.00632812	0.0271554	img_Drone1__0_1750873945113599500.png
Drone1	1750873777611	30.6279	-11.0733	-8.27311	0.999427	-0.0172831	-0.0107882	0.0270329	img_Drone1__0_1750873945477083000.png
Drone1	1750873777914	30.5687	-10.9723	-8.19896	0.999076	-0.0288661	-0.016948	0.0269389	img_Drone1__0_1750873945867154800.png
Drone1	1750873778160	30.5454	-10.9234	-8.14582	0.998164	0.027684	-0.0454723	0.0288816	img_Drone1__0_1750873946202779600.png
Drone1	1750873778466	30.5871	-10.819	-8.09256	0.996915	0.0522451	-0.0500864	0.0303614	img_Drone1__0_1750873946578223400.png
Drone1	1750873778745	30.7018	-10.6416	-8.04018	0.997938	0.0419838	-0.0376379	0.0306668	img_Drone1__0_1750873946946382700.png
